game_id,white_name,black_name,winner,white_elo,black_elo,opening
2157,Blue-Baron-17,traize,1,1539,1476,Italian Game: Anti-Fried Liver Defense
2158,gholamanbar1400,shivansh-poddar_2017,1,1776,1794,Sicilian Defense: Staunton-Cochrane Variation
2159,adolhm71,akc2akc,1,1500,1527,Italian Game: Giuoco Piano
2160,vitalyvv,Bpn9999,2,1422,1384,Ware Defense
2161,cnrds0507,LekhK,2,1112,1142,Vienna Game
2162,yadvi28,Dersy,1,1391,1335,Italian Game: Anti-Fried Liver Defense
2163,suchi68,Antonavaneetham,1,1596,1714,Scotch Game: Lolli Variation
2164,PranashTM,Avyaan_Chatterjee,1,1241,1291,Nimzowitsch Defense: Franco-Nimzowitsch Variation
2165,BasitOyundu,Hagoriles1,2,1779,1902,French Defense: Knight Variation
2166,Omulb,KhasKhas,2,1481,1497,"French Defense: Advance Variation, Paulsen Attack"
2167,SidhanthShyam,Akshayaraj14,1,1416,1500,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
2168,ThreeLion,anatoltchirikov1951,1,1609,1602,Queen's Pawn Game: Zukertort Variation
2169,parth1203345,immjofficial30,1,1373,1270,Scandinavian Defense: Mieses-Kotroc Variation
2170,Itsmesachin,Dragone1955,1,1934,1954,Old Indian Defense
2171,quietlifeboy,maia5,1,1951,1570,Philidor Defense
2172,AikiChessDo,ywesli,2,2009,1892,Hungarian Opening
2173,Raksh1304,shubaan,1,1487,1569,Indian Defense
2174,fairybb,dragondany,2,1639,1701,French Defense: Exchange Variation
2175,alcolea65,sattelite5,2,1846,1983,Scotch Game: Mieses Variation
2176,Gleb_Lisniak,murali_1963,1,1576,1473,Philidor Defense
2177,Lucifer_5682,Paarushie,2,1258,1500,Four Knights Game: Italian Variation
2178,batur_sibir,Victor34Jesus,2,1766,1902,Sicilian Defense: Open
2179,mithungopi,siayat,2,1962,1953,Sicilian Defense: Kalashnikov Variation
2180,makeng_90,pa_rungkad123,1,1326,1347,Hungarian Opening
2181,Adnan87,skywalker495,1,1185,1122,Bishop's Opening: Philidor Counterattack
2182,Imran020713,gradevalbacen,2,1379,1367,Four Knights Game: Italian Variation
2183,Mr_shinchan,Acerb8,2,1585,1652,Indian Defense: Spielmann-Indian
2184,devansh51,Madhavi1446,1,1500,1228,Alekhine Defense
2185,rnsarin,AadhyatmKhamesra,1,1346,1293,Queen's Pawn Game
2186,dokminora10923,IamNamanSharma,1,2000,2096,English Opening: King's English Variation
2187,donald987654321,mimich58,2,1925,1947,Philidor Defense
2188,tom_muddiman,zohaib2017,1,1502,1524,Four Knights Game: Italian Variation
2189,kepke69,MovingMammoth,2,1654,1741,"Sicilian Defense: Accelerated Dragon, Exchange Variation"
2190,KimRM007,maxchess123,2,1640,1649,Nimzo-Larsen Attack: Modern Variation
2191,guideahmet,Raashidrook,2,1759,1748,Philidor Defense
2192,nps27,RakithaBandara,1,1478,1312,Philidor Defense
2193,worozco,SKSUfairah,1,1300,1500,Scandinavian Defense
2194,KGAdityaKarthi,super_nova5,1,1713,1647,Queen's Pawn Game: Accelerated London System
2195,Shahman1,Avirachawla,2,1554,1578,Englund Gambit: Main Line
2196,TreyHardee,jingjing1201,1,1849,1730,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line"
2197,matudikana,Olga64sar9,2,1368,1608,Queen's Gambit Declined: Chigorin Defense
2198,SaeedPourian,Tirth21,2,1500,1537,Caro-Kann Defense: Maróczy Variation
2199,danielgarechec,aguilaen,2,1391,1437,Queen's Pawn Game: Mason Attack
2200,PV_Kaushal,Jenindu2015,1,1617,1554,"Italian Game: Classical Variation, Center Attack"
2201,velu123,andividaurre,1,1201,1275,Petrov's Defense: Modern Attack
2202,hsnhsn9999,Felixxx666,1,1996,1973,French Defense: Rubinstein Variation
2203,checkmator10,cnrds0507,2,998,1088,Horwitz Defense
2204,PranavaSrikarmay2015,IhsanMuhammed-2024,1,1286,1401,Scandinavian Defense: Main Line
2205,LekhK,phonexlegend_1,1,1155,1177,Four Knights Game: Spanish Variation
2206,alex_bob,aleksey1953r,2,1573,1536,Queen's Pawn Game
2207,helpfullcheese,gholamanbar1400,0,1838,1789,Modern Defense
2208,chessplayer808,shivansh-poddar_2017,2,1810,1788,"Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation"
2209,Slickkkkkkkkkkkkk,telman2018,2,1496,1451,King's Pawn Game: Damiano Defense
2210,tanu14,ChessChamp2026,0,2233,2429,Queen's Pawn Game
2211,isabd,PNandi,1,1818,1726,King's Gambit Declined: Queen's Knight Defense
2212,rayking1988,OKAYcoman,0,1819,1924,Scandinavian Defense: Blackburne-Kloosterboer Gambit
2213,tranduythai9718,Tanayshee2017,2,981,963,Nimzo-Larsen Attack: Modern Variation
2214,Victor34Jesus,Ivan_Pop0v,2,1906,1816,"French Defense: Advance Variation, Nimzowitsch System"
2215,omertalha8,I3arana,1,890,1310,Scandinavian Defense: Mieses-Kotroc Variation
2216,ShahmatniyAvtomat,IsaevMax,1,1761,1653,"Ruy Lopez: Exchange Variation, King's Bishop Variation"
2217,KVRR,devansh51,1,1535,1618,Bishop's Opening
2218,satyamaslam12,YurySemenov,1,1842,1892,Indian Defense
2219,batur_sibir,OKAYcoman,2,1763,1895,Scandinavian Defense: Blackburne Gambit
2220,Jaatracer123,aniketh1212,0,1121,1081,Four Knights Game: Italian Variation
2221,KnightBored,Rustam123_6dh,1,2022,1894,Owen Defense
2222,Omulb,Airat2014-UZL,2,1475,1472,Ponziani Opening: Jaenisch Counterattack
2223,pavel12345679,Yuuwach,1,1628,1709,Bishop's Opening: Berlin Defense
2224,G_H_75_00_11,priyanshuchowhan,1,1544,1524,Queen's Pawn Game
2225,grigorij75,laforaho,2,1529,1500,Bishop's Opening
2226,schachspieler_0,rayking1988,2,1863,1823,"Ruy Lopez: Closed, Anti-Marshall"
2227,worozco,CFH75,2,1309,1284,Italian Game: Giuoco Piano
2228,THEKING_00,haryansht,1,2115,1658,Blackmar-Diemer Gambit Accepted: Ryder Gambit
2229,mehrabanganji,uymuct,1,1524,1494,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
2230,sunconure1,khali876,0,1799,1866,Nimzowitsch Defense
2231,Raghunandan75,ameys25,2,2154,2115,Modern Defense
2232,IsaevMax,ShahmatniyAvtomat,2,1632,1766,Scandinavian Defense: Valencian Variation
2233,aku73,SaeedPourian,1,1493,1287,Scotch Game: Lolli Variation
2234,BordsKael,island333,1,1769,1679,Sicilian Defense: Old Sicilian
2235,Sam775,Boga43,1,1300,1361,Sicilian Defense: Staunton-Cochrane Variation
2236,SolicitorGeneral,ClaudiaPatriciaC282,1,1808,1813,Italian Game: Paris Defense
2237,DORAMASTER,JISHNU2627,2,1685,1700,Indian Defense: Seirawan Attack
2238,AndreiArent,Chancilu,2,1366,1405,Four Knights Game: Spanish Variation
2239,jh_al,Kahrtikeyen2013,2,1359,1274,Four Knights Game: Scotch Variation
2240,Ritesh-kumar-1,LekhK,1,1209,1171,Petrov's Defense: Modern Attack
2241,phonexlegend_1,xiwu0921,2,1171,1264,Caro-Kann Defense
2242,LD_Sayulnethdula,bbuy_ggd47,1,1700,1500,King's Knight Opening
2243,VivaanJaiSampat,ivilleinc,2,1621,1632,French Defense: Normal Variation
2244,Sooriyadevan,stoptouch,1,1026,915,Four Knights Game
2245,yam_head,sifnosgiannis,1,1500,1563,Caro-Kann Defense: Advance Variation
2246,Tealgreen,KhasKhas,2,1460,1505,"French Defense: Alekhine-Chatard Attack, Teichmann Variation"
2247,knightsvict,Tigran1776,2,1417,1306,Scandinavian Defense
2248,siayat,Tori_2011,1,1964,1962,"Italian Game: Evans Gambit, Pierce Defense"
2249,RR1974,HappyQueen47,2,1734,1740,"Italian Game: Giuoco Pianissimo, Normal"
2250,Jamigo123,ucnurumb,1,2226,2070,Sicilian Defense: Kalashnikov Variation
2251,Bogatov1935,Ms65,2,1904,2036,Sicilian Defense: Alapin Variation
2252,prathameshChandraka,Yogin7214,1,1196,1312,Scandinavian Defense: Mieses-Kotroc Variation
2253,elmosquito,JBark,1,1194,1615,"English Opening: King's English Variation, Two Knights Variation"
2254,AbuLena,Mosabgha,1,1672,1353,Philidor Defense
2255,Feri8,candelabril,1,1574,1595,Scotch Game
2256,icheckmatebyking,LTL688,1,1800,1836,Italian Game: Paris Defense
2257,zohaib2017,DavidRosenkoetter,1,1512,1512,Caro-Kann Defense: Maróczy Variation
2258,Darshana2015,mauriziobessi,2,1321,1329,Nimzowitsch Defense
2259,quietlifeboy,maia9,2,1955,1650,Scandinavian Defense: Valencian Variation
2260,Timur_B_K,khanhvietnamlopmagic,1,1321,1286,King's Gambit Accepted: Schallopp Defense
2261,KiyaaraGowda,vvrvr,2,1282,1335,Bishop's Opening
2262,vstanciu83,vatulixonski,2,1697,1665,Sicilian Defense: Modern Variations
2263,astroworld10,v_zamyar,1,1491,1570,Englund Gambit: Main Line
2264,thalmannpioneer,I-liya7,1,1025,1061,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation"
2265,janellyv,rupedayo,0,1301,1215,"Italian Game: Evans Gambit, Harding Variation"
2266,KatyaGolubevannn,pelmen1985,2,1771,2174,"Italian Game: Giuoco Pianissimo, Normal"
2267,Shubh000001,alden_Jeshron,0,1354,1384,King's Pawn Opening
2268,PBJRK,Sergio---7,2,1745,1951,Four Knights Game
2269,IhsanMuhammed-2024,tom_muddiman,1,1381,1508,Petrov's Defense: Italian Variation
2270,Sam775,karsonkong,2,1305,1353,Philidor Defense
2271,majid699,ishan-nag,1,1761,1742,Queen's Pawn Game: London System
2272,Dotking212,vaicanoi123446789,2,1508,1500,Grob Opening
2273,cheeseCak3,surendra11267,1,1729,1638,Queen's Pawn Game: Accelerated London System
2274,mr_ROBOT_7,JensonraJ,1,1628,1630,Italian Game
2275,akc2akc,yadvi28,2,1517,1484,Four Knights Game: Italian Variation
2276,shadalbe,enoksurg,2,1906,1831,Caro-Kann Defense: Maróczy Variation
2277,Aveershah,Ashkan0_0,1,1089,1142,Italian Game: Paris Defense
2278,PZZH_MD,rwoth_mandha,2,1949,1904,French Defense: King's Indian Attack
2279,mithungopi,OKAYcoman,2,1956,1949,Caro-Kann Defense: Exchange Variation
2280,Omulb,AvatarNate,1,1470,1419,Sicilian Defense: Alapin Variation
2281,Yanju418,tmustafin,1,1583,1592,Nimzo-Larsen Attack
2282,emir44sahin,Rustam123_6dh,2,1819,1865,Réti Opening: Réti Accepted
2283,ysrvapparao,Dionizos1,0,1606,1665,French Defense: King's Indian Attack
2284,Airat2014-UZL,KeithKingDoms,1,1511,1521,Sicilian Defense: Marshall Gambit
2285,still_roshan,kalita1977,2,1694,1733,Scandinavian Defense: Main Line
2286,BastianGTX,Rayme_M,1,1333,1271,Kádas Opening
2287,mphott,navigblin,1,1522,1560,Scotch Game
2288,poppingcandy,cobusaltosax,1,1734,1770,Petrov's Defense: Stafford Gambit
2289,Aimnet1,Inna777,1,1804,1712,Horwitz Defense
2290,koorushfakharzadeh,Bertug2017,2,1758,1473,"Italian Game: Classical Variation, Greco Gambit, Main Line"
2291,traize,Blue-Baron-17,2,1468,1545,Italian Game: Anti-Fried Liver Defense
2292,sargon-3ply,sseh-c,2,1540,1979,"Sicilian Defense: Moscow Variation, Main Line"
2293,batur_sibir,ode_deselby,1,1759,1661,French Defense: Knight Variation
2294,MikhailBobylev,phonexlegend_1,2,1264,1167,Italian Game: Classical Variation
2295,Perryutconos,kaizer1813,1,1355,1495,Sicilian Defense: Old Sicilian
2296,misha7878,Owen1911,2,1882,1875,Queen's Gambit Declined: Harrwitz Attack
2297,mherv2019,Beechworth,2,1500,1396,King's Pawn Game: Wayward Queen Attack
2298,mr_rizqi,zrpl,1,1694,1784,"Italian Game: Two Knights Defense, Polerio Defense"
2299,AtharvM06,Neveronna,1,1503,1500,Scandinavian Defense: Mieses-Kotroc Variation
2300,NainikaSahoo,adolhm71,2,1748,1759,"Italian Game: Classical Variation, Giuoco Pianissimo"
2301,waleeed2008eg,Yaromir300116,1,1386,1258,Bishop's Opening: Philidor Counterattack
2302,Aveershah,C4LPrekshaR,1,1101,960,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
2303,Saanvi16,YurySemenov,2,1834,1885,Philidor Defense
2304,xiwu0921,Sam775,1,1278,1300,"Queen's Gambit Declined: Chigorin Defense, Main Line"
2305,peeyushsaha,Luka_tatar,1,1738,1716,East Indian Defense
2306,Omar_362,Janjanism,2,1345,1500,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
2307,Amr_Nasser10,Erwan31,1,1613,1663,Modern Defense
2308,PanterKAA,kcjoshii,2,1505,1835,Alekhine Defense: Normal Variation
2309,Mahoar97,poku13,2,2123,2006,"English Opening: King's English Variation, Nimzowitsch Variation"
2310,aniketh1212,Jaatracer123,0,1086,1116,Four Knights Game: Scotch Variation
2311,checkmateWeee,ConwyCastle,1,2220,2270,Four Knights Game
2312,Samarth1509,William1977,2,1624,1708,Hungarian Opening: Symmetrical Variation
2313,Aayan_seikh14,NK53,2,1371,1403,Four Knights Game
2314,WinLoseNeverQuit1,riswanr2,2,1717,1673,Petrov's Defense
2315,Ismaelmunar,karsonkong,1,1294,1358,Lion Defense: Lion's Jaw
2316,Phalanx-XXV,Lynx_BOT,0,2266,2476,"Ruy Lopez: Closed, Smyslov-Breyer-Zaitsev Hybrid"
2317,Demolito_L5,zeekat,2,1682,1900,"Sicilian Defense: Delayed Alapin Variation, with e6"
2318,gemini50,Kahrtikeyen2013,2,1276,1290,"Vienna Game: Stanley Variation, Three Knights Variation"
2319,AGilemard,jh_al,1,1422,1306,Scandinavian Defense
2320,Goolwa,ishanayachit,1,1440,1437,English Opening: Anglo-Grünfeld Defense
2321,NoName_55,nsjp2088,1,1579,1554,"Sicilian Defense: Modern Variations, Main Line"
2322,messmakr,mastercoxo,2,1958,1942,"Sicilian Defense: Moscow Variation, Main Line"
2323,quszka,helpfullcheese,1,1939,1821,Scotch Game: Classical Variation
2324,TopasBot,zeekat,0,2000,1900,Semi-Slav Defense
2325,v_zamyar,D9420697622,1,1565,1637,Scandinavian Defense: Valencian Variation
2326,jmcho2020,Sanchess-66,2,1905,2020,Latvian Gambit Accepted
2327,BlunderBusanut,Bestohya56,1,1124,1122,Petrov's Defense: Italian Variation
2328,alexbollant,lovech,1,2143,2162,"Sicilian Defense: Alapin Variation, Smith-Morra Declined"
2329,subrid,Chesslearner_001,2,1500,1642,Sicilian Defense: Bowdler Attack
2330,HARSHACHAITANYA_P,KEYSHORE99,1,1670,1693,Queen's Pawn Game: Accelerated London System
2331,sata22,adm95,2,1610,1735,Queen's Pawn Game
2332,super_nova5,labanlee,0,1642,1766,Ruy Lopez: Bird Variation
2333,ABomnamah,SudiptaBose,2,1750,1795,Sicilian Defense: Moscow Variation
2334,sahibekSingh8,SLAYERYT,2,1565,1554,Caro-Kann Defense: Advance Variation
2335,matmoi,duchessAI,2,1992,2623,Catalan Opening
2336,dinooppeter50,s0034,2,1660,1657,"Ruy Lopez: Morphy Defense, Caro Variation"
2337,priyanshuchowhan,Advik_OISTP,2,1519,1586,Bishop's Opening: Boi Variation
2338,ananthugopan,D3cIma,2,1362,1479,French Defense: Knight Variation
2339,orangejuece,Shodninskiy,1,1508,1498,Pirc Defense
2340,demirci44310,sunconure1,1,1942,1800,Philidor Defense: Exchange Variation
2341,withstand,sai1chess,2,1690,1796,Slav Defense: Quiet Variation
2342,KVRR,mehrabanganji,1,1540,1529,Bishop's Opening: Berlin Defense
2343,Kickstart001,omertalha8,1,1144,1052,Sicilian Defense: Hyperaccelerated Dragon
2344,YC_ZHONG,NevonShakya,1,1474,1500,"Italian Game: Classical Variation, Greco Gambit, Traditional Line"
2345,Irajeevr,wuzhuoyuan,1,1251,1315,King's Pawn Game: Damiano Defense
2346,kcjoshii,Kukkfive,1,1837,1831,English Defense
2347,Nech70,Luka_tatar,1,1749,1709,Modern Defense
2348,simruir,Ilankumaranchess,1,1200,1289,Queen's Pawn Game: Accelerated London System
2349,chess_n_disney,nps27,2,1401,1481,Indian Defense
2350,santiago975,janellyv,2,1270,1297,Scotch Game: Lolli Variation
2351,jr007nextgm,Aveershah,2,1172,1108,King's Pawn Game: Wayward Queen Attack
2352,azahonyi,ER_eliassahmi87,1,1601,1613,Italian Game: Anti-Fried Liver Defense
2353,Kahrtikeyen2013,khanhvietnamlopmagic,2,1302,1248,Ruy Lopez
2354,BitburgBaron,blackholeuniverse,2,1589,1625,Scotch Game
2355,King211,yam_head,1,1878,1787,Three Knights Opening
2356,neverdizen,moana-chess,2,1626,1721,Sicilian Defense: Najdorf Variation
2357,kittenon,Luka_tatar,1,1738,1703,Modern Defense
2358,Lou22,Beechworth,2,1363,1400,French Defense: Franco-Sicilian Defense
2359,murali_1963,G_H_75_00_11,2,1469,1549,Philidor Defense
2360,Rustam123_6dh,SolicitorGeneral,2,1901,1815,Italian Game: Giuoco Pianissimo
2361,Neveronna,kyapup,2,1262,1354,Scotch Game: Classical Variation
2362,ishan-nag,majid699,2,1662,1769,Sicilian Defense: Modern Variations
2363,hbb2120ghilas,I-liya7,2,1035,1055,Scandinavian Defense
2364,gemini50,Sahan2014,2,1270,1258,Vienna Game: Max Lange Defense
2365,ClaudiaPatriciaC282,Vitalii1975,2,1802,1897,Center Game: Normal Variation
2366,PeterBarton,YASHVEER112,1,1477,1418,Queen's Pawn Game: Accelerated London System
2367,sifnosgiannis,Reyansh40,2,1557,1616,"Vienna Gambit, with Max Lange Defense"
2368,TreyHardee,A-Awad-D,2,1853,2027,"Sicilian Defense: Dragon Variation, Yugoslav Attack"
2369,Viktor_Vishnevskiy,Unknown-Chesser2003,2,1576,1500,Owen Defense
2370,alex_bob,D3cIma,0,1564,1535,King's Pawn Game: Leonardis Variation
2371,Erwan31,IASvivek,2,1657,1779,Four Knights Game: Italian Variation
2372,Atharvaal,Darshana2015,2,1302,1315,Italian Game: Blackburne-Kostić Gambit
2373,Kushagra4212Varshney,AnPhuc_0402,1,1856,1500,Queen's Gambit Accepted: Old Variation
2374,Tirth21,serg800,2,1545,1590,Vienna Game: Vienna Gambit
2375,thalmannpioneer,I-liya7,1,1050,1060,Scandinavian Defense: Mieses-Kotroc Variation
2376,mr_rizqi,NamEgor,2,1716,1600,Alekhine Defense: Mokele Mbembe
2377,MaggieRatson2382,mauriziobessi,1,1500,1334,Nimzowitsch Defense
2378,pelmen1985,KatyaGolubevannn,1,2176,1769,Bishop's Opening: Boi Variation
2379,HongKongPhooey,Trofimov1951,1,2281,1985,Hungarian Opening
2380,Airat2014-UZL,m7606319e,2,1547,1496,"Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation"
2381,Shikamaru-kun,erwin2121,1,1701,1607,King's Pawn Game: Gunderam Gambit
2382,jingjing1201,jules1975,0,1705,1776,Caro-Kann Defense: Exchange Variation
2383,marusia73,debraj_bhattacharya,1,1535,1545,French Defense: Burn Variation
2384,sifnosgiannis,admiralty61,2,1549,1500,Vienna Game: Vienna Gambit
2385,Nech70,ABomnamah,1,1754,1738,Bishop's Opening
2386,Tibicsoki,vitalyvv,1,1409,1415,Scotch Game
2387,HARIKING06,aaru_2407,2,1713,1701,Italian Game: Giuoco Piano
2388,Ganga1992,gauravchaudhari09,2,1658,1618,Italian Game: Anti-Fried Liver Defense
2389,FirstSonOfLowell,mj_shakeri_1359,2,1234,1380,King's Pawn Game: McConnell Defense
2390,quietlifeboy,Humaia,2,1927,1393,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
2391,gradevalbacen,Imran020713,0,1373,1363,"Four Knights Game: Spanish Variation, Rubinstein Variation"
2392,GursaakhiKaur,chess72varad,2,1332,1698,"Italian Game: Two Knights Defense, Fritz Variation"
2393,meow9999,Cillian969,2,1586,1548,Scotch Game: Lolli Variation
2394,D9420697622,v_zamyar,1,1630,1572,Ruy Lopez: Steinitz Defense
2395,SAMBA25000,ulzii2025,1,1695,1828,Modern Defense
2396,grigorij75,Kimngan23,2,1526,1304,Bishop's Opening
2397,meesha_varshnee12,Bharathisekar,2,1604,1599,Sicilian Defense: Modern Variations
2398,C0FFEERIDE,Energie134,1,1607,1688,Four Knights Game: Gunsberg Variation
2399,PEDASNYA-LADA,Next-LvL,1,1885,2084,French Defense: Knight Variation
2400,Ojas16,PeterBarton,2,1443,1482,Bishop's Opening: Philidor Counterattack
2401,Reyansh40,sana72,1,1636,1647,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
2402,Marco_Chess13,Irajeevr,1,1354,1259,Rapport-Jobava System
2403,Etnoel,Mr_1OO,1,1914,1786,Englund Gambit Declined
2404,Tibicsoki,BhaktiSiddhant,1,1417,1429,Sicilian Defense: Smith-Morra Gambit
2405,JiuJitsuPadiwan,AikiChessDo,2,1942,1951,Modern Defense
2406,SrihariSR,Krishiv_28816,2,1337,1405,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation"
2407,trucmuche1,Aveershah,1,1171,1121,Scotch Game
2408,Vivaan_Goenka1682012,mastercoxo,2,1836,1948,"Sicilian Defense: Najdorf Variation, English Attack"
2409,Praveensangeetha,Darshana2015,1,1500,1320,Italian Game: Blackburne-Kostić Gambit
2410,khali876,kruiff15,1,1862,1879,Queen's Pawn Game: Colle System
2411,Omulb,iimql,1,1474,1500,Scandinavian Defense: Valencian Variation
2412,trpraveen,Hast13eagle,1,1779,1690,Four Knights Game: Italian Variation
2413,BrunoDeVita,apdol,1,1766,1597,Borg Defense: Borg Gambit
2414,navigblin,Vibha_sai,1,1535,1473,Four Knights Game: Spanish Variation
2415,GursaakhiKaur,YASHVEER112,1,1330,1401,Italian Game: Paris Defense
2416,labanlee,rokita,2,1753,1778,French Defense
2417,Reihrd0384,admiralty61,1,1499,1508,Italian Game: Anti-Fried Liver Defense
2418,WAR2021,Abu-Ghassan,0,1854,1909,Rat Defense: Antal Defense
2419,PPBBY3,Shubh000001,1,1348,1356,Polish Opening: Czech Defense
2420,Goolwa,dumitru_postovan,2,1446,1444,"English Opening: King's English Variation, Reversed Sicilian"
2421,MaulanaSakti,peymann,2,1888,1874,Philidor Defense: Exchange Variation
2422,adolhm71,pakyahussin,1,1899,1780,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
2423,shivansh-poddar_2017,chessplayer808,1,1795,1804,Queen's Gambit Declined
2424,sifnosgiannis,asinha72,1,1538,1645,Sicilian Defense: Mengarini Variation
2425,Astigmatism,Potzneusiedler,2,1686,1789,Three Knights Opening
2426,pa_rungkad123,makeng_90,1,1325,1352,King's Pawn Game: Napoleon Attack
2427,MessMeca,candelabril,1,1500,1535,Three Knights Opening
2428,Sam775,CFH75,1,1294,1290,Ruy Lopez: Classical Variation
2429,Amr_Nasser10,foreigner83,2,1620,1608,Scotch Game: Benima Defense
2430,quszka,siayat,1,1942,1975,Alekhine Defense: Two Pawns Attack
2431,cbssengar,Aarnav_singh1256,2,1773,1822,"Vienna Game: Stanley Variation, Three Knights Variation"
2432,AadhyatmKhamesra,kenwcraig,2,1280,1410,"Four Knights Game: Spanish Variation, Classical Variation"
2433,ZoliSakk,Erwan31,1,1619,1653,Queen's Pawn Game: Accelerated London System
2434,udarika_theruni,Timur_B_K,2,1001,1326,Bishop's Opening: Berlin Defense
2435,Baba_Bulkin,franchise07,1,1927,1862,Owen Defense
2436,adipijat,SharjeelChess,2,1821,1927,Sicilian Defense: McDonnell Attack
2437,KEYSHORE99,HARSHACHAITANYA_P,0,1686,1681,"Queen's Pawn Game: London System, with e6"
2438,Mithil2016,chokola,2,1721,1652,Scandinavian Defense: Panov Transfer
2439,ygyf,arshialvis,2,1338,1401,French Defense: Knight Variation
2440,Humaia,quietlifeboy,1,1404,1895,Caro-Kann Defense
2441,saregavanish,tom0300,2,1466,1651,Sicilian Defense: Smith-Morra Gambit Accepted
2442,gslivko200315,teixeiradasilva24,2,1040,1076,Elephant Gambit
2443,DonCamillo1961,Omulb,1,1480,1477,Englund Gambit: Hartlaub-Charlick Gambit
2444,DangKhoi3,jcole2,1,1500,1444,Four Knights Game: Italian Variation
2445,karismata,Betterluck_nexttime,2,1632,1702,Sicilian Defense: Open
2446,pa_rungkad123,makeng_90,2,1346,1328,Owen Defense
2447,delilakkurt47,dzukou,2,1571,1500,Trompowsky Attack
2448,W_oof,Olaflongbeard,2,1448,1568,Van't Kruijs Opening
2449,Mittal28,Nashid0023,1,1765,1784,Scotch Game: Schmidt Variation
2450,GrandChessMaster9,mphott,2,1521,1528,Petrov's Defense: Damiano Variation
2451,khanhvietnamlopmagic,Darshana2015,2,1292,1317,Four Knights Game: Italian Variation
2452,Dragone1955,mimich58,1,1938,1953,Philidor Defense
2453,Luferon,akifa_azzahra05,2,1626,1714,Nimzo-Larsen Attack
2454,ShreyasArun28,Alex_Sheik,1,1575,1620,"Italian Game: Two Knights Defense, Modern Bishop's Opening"
2455,underkik,Elaiya,2,1495,1571,Queen's Pawn Game
2456,sana_krishna_rao,manphool,2,1795,1854,Bishop's Opening
2457,aaru_2407,Kinninigan,1,1711,1615,Philidor Defense
2458,shanagarry,Banane_Flambee,1,1977,1835,Sicilian Defense: Four Knights Variation
2459,mauriziobessi,akgamerfornite,2,1332,1319,Ponziani Opening: Jaenisch Counterattack
2460,shaswata245,neverdizen,2,1605,1608,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation"
2461,YRWONG,gslivko200315,1,1142,1011,Four Knights Game: Italian Variation
2462,TomTache,Diss4k_228,1,1700,1671,Four Knights Game: Italian Variation
2463,Felixxx666,SVA0107,2,1968,2018,"Sicilian Defense: Delayed Alapin Variation, with d6"
2464,max_sviridonov,IvanVjcheslavovich,1,1331,1432,Queen's Pawn Game: Mason Attack
2465,island333,BordsKael,2,1675,1774,Alekhine Defense: O'Sullivan Gambit
2466,Phalanx-XXV,sseh-c,1,2266,1980,"Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Quiet Line"
2467,dvvora07,Kroshka_Vlad,1,1590,1487,"Queen's Gambit Declined: Baltic Defense, Queen Attack"
2468,Mosabgha,AbuLena,2,1342,1684,Petrov's Defense: Three Knights Game
2469,Rotem-Nachshon,themightyscarlett,1,1371,1274,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense"
2470,aruwin1234,MaggieRatson2382,2,1626,1653,Queen's Pawn Game: Colle System
2471,moana-chess,ivilleinc,1,1733,1648,French Defense: Normal Variation
2472,Shivansh1563,pradyumna123,1,1967,1939,Modern Defense: Standard Defense
2473,ashutoshagarwal03,rohangiz,2,1103,1100,Hungarian Opening
2474,draxler_17,Aroh9,1,1778,1755,Slav Defense
2475,Nic7621,Aaryav8,2,1805,1946,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation"
2476,geeksgambit,Gafoor007,2,1859,1818,Italian Game: Evans Gambit Declined
2477,mvmkvmriteshkrishna,Mithun80,1,1224,1500,King's Knight Opening
2478,el_cafetero1,murali_1963,2,1465,1464,Van't Kruijs Opening
2479,ClaudiaPatriciaC282,alcolea65,2,1795,1842,Sicilian Defense: McDonnell Attack
2480,behic1753,mherv2019,1,1238,1180,Queen's Pawn Game
2481,enoksurg,Victor34Jesus,1,1842,1898,Indian Defense
2482,THEROCK8926,yashvi28,2,1330,1298,English Opening: Carls-Bremen System
2483,DNBchallenge,NexusDNB,1,1665,1470,Philidor Defense
2484,rnsarin,ErarslanTuna67,0,1351,1324,Queen's Pawn Game: Accelerated London System
2485,CofMC,D9420697622,1,1721,1635,Scandinavian Defense
2486,advaydesh123,Ronan1004,1,1389,1374,Sicilian Defense: Old Sicilian
2487,surendra11267,v_zamyar,1,1634,1567,"Italian Game: Two Knights Defense, Fritz Variation"
2488,TRP0311,Sathvik_nk,2,1523,1569,Queen's Pawn Game
